component 0,output,flag,username,timestamp
C:\Users\Cesar.deAlba\Desktop\Cursos\cero_a_produccion\cero_a_produccion\flagged\component 0\tmpzuyo_g1r.png,,,,2023-05-14 22:54:01.489961
